,0,1
2632,41.0,25.33
2633,32.0,28.33
2634,50.0,32.67
2635,82.0,31.17
2636,40.0,32.8
2637,51.0,34.0
2638,69.0,32.67
2639,76.0,47.0
2640,36.0,22.67
2641,59.0,32.0
2642,69.0,41.4
2643,76.0,48.5
2644,30.0,24.57
2645,100.0,66.0
2646,73.0,32.33
2647,37.0,23.22
2648,38.0,27.0
2649,54.0,25.88
2650,33.0,24.0
2651,46.0,37.2
2652,39.0,28.33
2653,82.0,40.0
2654,69.0,38.6
2655,68.0,22.7
2656,38.0,18.5
2657,85.0,48.5
2658,33.0,22.2
2659,55.0,31.67
2660,48.0,30.33
2661,46.0,30.57
2662,41.0,22.0
2663,54.0,14.93
2664,73.0,33.5
2665,29.0,20.7
2666,41.0,22.8
2667,119.0,29.38
2668,31.0,16.0
2669,36.0,13.75
2670,30.0,20.78
2671,43.0,19.3
2672,61.0,36.5
2673,44.0,25.62
2674,41.0,25.75
2675,37.0,22.33
2676,61.0,21.8
2677,36.0,22.6
2678,32.0,17.71
2679,50.0,32.83
2680,59.0,47.25
2681,59.0,24.78
2682,45.0,33.33
2683,75.0,23.1
2684,94.0,42.0
2685,28.0,15.45
2686,54.0,30.0
2687,67.0,28.43
2688,36.0,21.3
2689,51.0,25.0
2690,55.0,24.8
2691,62.0,38.6
2692,50.0,24.86
2693,62.0,41.8
2694,28.0,14.88
2695,25.0,11.13
2696,23.0,13.21
2697,20.0,11.55
2698,30.0,14.56
2699,48.0,17.64
2700,52.0,26.0
2701,62.0,26.0
2702,69.0,38.83
2703,41.0,18.09
2704,43.0,25.38
2705,41.0,30.29
2706,32.0,13.12
2707,47.0,29.17
2708,37.0,26.0
2709,71.0,55.0
2710,57.0,34.2
2711,43.0,24.0
2712,20.0,8.0
2713,17.0,7.77
2714,61.0,25.12
2715,24.0,11.53
2716,27.0,15.07
2717,46.0,27.71
2718,42.0,30.83
2719,52.0,27.14
2720,51.0,19.44
2721,53.0,31.6
2722,65.0,40.2
2723,82.0,59.67
2724,69.0,38.6
2725,123.0,39.8
2726,60.0,27.5
2727,40.0,22.5
2728,41.0,25.29
2729,54.0,26.25
2730,58.0,32.6
2731,31.0,18.83
2732,50.0,19.9
2733,42.0,25.86
2734,69.0,60.0
2735,61.0,55.67
2736,42.0,23.11
2737,41.0,25.38
2738,55.0,39.2
2739,42.0,26.62
2740,52.0,32.0
2741,37.0,25.0
2742,37.0,27.0
2743,57.0,33.33
2744,48.0,36.33
2745,42.0,21.44
2746,42.0,26.88
2747,57.0,25.67
2748,40.0,18.45
2749,59.0,31.67
2750,80.0,31.57
2751,77.0,57.33
2752,89.0,34.33
2753,57.0,45.5
2754,70.0,41.5
2755,29.0,13.94
2756,46.0,30.29
2757,36.0,21.36
2758,35.0,14.69
2759,39.0,19.11
2760,46.0,21.0
2761,34.0,18.3
2762,74.0,21.0
2763,32.0,9.23
2764,47.0,23.86
2765,14.0,9.67
2766,54.0,46.75
2767,63.0,32.83
2768,34.0,17.31
2769,41.0,17.58
2770,37.0,26.5
2771,46.0,24.12
2772,53.0,30.0
2773,64.0,44.25
2774,48.0,16.42
2775,47.0,28.83
2776,96.0,40.25
2777,33.0,22.9
2778,30.0,17.91
2779,44.0,23.62
2780,32.0,19.46
2781,67.0,57.33
2782,62.0,32.0
2783,49.0,18.27
2784,63.0,28.17
2785,27.0,15.23
2786,39.0,22.7
2787,47.0,25.86
2788,35.0,25.22
2789,32.0,26.0
2790,19.0,9.77
2791,29.0,15.86
2792,42.0,26.5
2793,43.0,32.67
2794,21.0,11.5
2795,32.0,19.7
2796,88.0,38.6
2797,38.0,21.5
2798,36.0,23.6
2799,21.0,12.79
2800,68.0,35.33
2801,40.0,22.44
2802,40.0,19.6
2803,22.0,12.33
2804,75.0,32.0
2805,68.0,22.8
2806,37.0,23.71
2807,45.0,33.2
2808,45.0,28.5
2809,37.0,25.25
2810,35.0,24.62
2811,37.0,21.67
2812,40.0,16.31
2813,49.0,20.25
2814,43.0,25.88
2815,23.0,12.68
2816,46.0,27.14
2817,35.0,15.75
2818,21.0,9.91
2819,16.0,11.24
2820,29.0,15.42
2821,21.0,11.67
2822,19.0,13.13
2823,17.0,11.92
2824,26.0,13.38
2825,15.0,9.26
2826,18.0,9.42
2827,16.0,8.58
2828,13.0,7.76
2829,21.0,13.08
2830,26.0,13.07
2831,35.0,12.65
2832,25.0,15.08
2833,35.0,14.38
